Source.Category.Code,Source.category.name,Source.subcategory,Source.subcategory.name,Agency.code,Agency.name,Bureau.code,Bureau.name,Account.code,Account.name,Treasury.Agency.code,On..or.off.budget,FY,amount
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,526,Public Company Accounting Oversight Board,00,Public Company Accounting Oversight Board,537610,"Accounting Support Fees, Public Company Accounting Oversight Board",95,On-budget,2017,269000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,526,Public Company Accounting Oversight Board,00,Public Company Accounting Oversight Board,537630,"Registration Fees, Public Company Accounting Oversight Board",95,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,527,Standard Setting Body,00,Standard Setting Body,537710,"Accounting Support Fees, Standard Setting Body",95,On-budget,2017,44000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,530,Affordable Housing Program,00,Affordable Housing Program,552810,"Contributions, Federal Home Loan Banks, Affordable Housing Program",95,On-budget,2017,288000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,531,Electric Reliability Organization,00,Electric Reliability Organization,552210,"Fees, Electric Reliability Organization",95,On-budget,2017,1e+05
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,537,Federal Housing Finance Agency,00,Federal Housing Finance Agency,553210,"FHFA, Fees on GSEs for Administrative Expenses",95,On-budget,2017,268000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,576,Securities Investor Protection Corporation,00,Securities Investor Protection Corporation,560010,"Assessments, SIPC",95,On-budget,2017,217000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,580,Corporation for Travel Promotion,00,Corporation for Travel Promotion,558510,"Fees, Travel Promotion Fund",95,On-budget,2017,1e+05
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,581,Bureau of Consumer Financial Protection,00,Bureau of Consumer Financial Protection,557710,"Transfers from the Federal Reserve Board, Bureau of Consumer Financial Protection Fund",95,On-budget,2017,632000
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,581,Bureau of Consumer Financial Protection,00,Bureau of Consumer Financial Protection,557810,"Penalties and Fines, Consumer Financial Protection",95,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,901,Governmental Receipts,00,Governmental Receipts,065000,"Deposit of earnings, Federal Reserve System",20,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,901,Governmental Receipts,00,Governmental Receipts,069001,Other Federal fund miscellaneous receipts,99,On-budget,2017,0
937,Misc. Governmental Receipts,00,Misc. Governmental Receipts,901,Governmental Receipts,00,Governmental Receipts,069002,Trust fund miscellaneous receipts,99,On-budget,2017,0
938,Legislative Proposals,00,Legislative Proposals,901,Governmental Receipts,00,Governmental Receipts,901710,Immigration reform,99,On-budget,2017,1.2e+07
931,Individual Income Taxes,00,Individual Income Taxes,009,Department of Health and Human Services,00,Department of Health and Human Services,800415,"Supplemental Catastrophic Premium, Refunds, FSMI",20,On-budget,2018,0
931,Individual Income Taxes,00,Individual Income Taxes,009,Department of Health and Human Services,00,Department of Health and Human Services,818210,FHICCR supplemental catastrophic premium,20,On-budget,2018,0
931,Individual Income Taxes,00,Individual Income Taxes,015,Department of the Treasury,00,Department of the Treasury,551010,Private Collection Agent Program,20,On-budget,2018,0
931,Individual Income Taxes,00,Individual Income Taxes,901,Governmental Receipts,00,Governmental Receipts,011050,Individual Income Taxes,99,On-budget,2018,1886834000
931,Individual Income Taxes,00,Individual Income Taxes,901,Governmental Receipts,00,Governmental Receipts,508110,Presidential Election Campaign Fund,20,On-budget,2018,50000
932,Corporation Income Taxes,00,Corporation Income Taxes,020,Environmental Protection Agency,00,Environmental Protection Agency,814515,"Corporation Income Taxes, Hazardous Substance Superfund",68,On-budget,2018,1282000
932,Corporation Income Taxes,05,Corporation Income Taxes,901,Governmental Receipts,00,Governmental Receipts,011100,Corporation Income and Excess Profits Taxes,99,On-budget,2018,501745000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800500,"FHI Trust Fund, Receipts",20,On-budget,2018,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800501,"FHI Trust Fund, Transfers from General Fund (FICA Taxes)",75,On-budget,2018,251684000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800510,"FHI Trust Fund, Receipts from Railroad Retirement Board",75,On-budget,2018,641000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800511,"FHI Trust Fund, Transfers from General Fund (SECA Taxes)",75,On-budget,2018,20787000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800515,"FHI Trust Fund, Refunds",20,On-budget,2018,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,009,Department of Health and Human Services,00,Department of Health and Human Services,800530,"FHI Trust Fund, Deposits by States",20,On-budget,2018,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800600,FOASI Trust Fund Receipts,20,Off-budget,2018,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800610,"FOASI, Transfers from General Fund (FICA Taxes)",28,Off-budget,2018,655293000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800611,"FOASI, Transfers from General Fund (SECA Taxes)",28,Off-budget,2018,40549000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800615,"FOASI, Refunds",20,Off-budget,2018,3062000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800630,"FOASI, Deposits by States",20,Off-budget,2018,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800700,"FDI Trust Fund, Receipts",20,Off-budget,2018,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800701,"FDI, Transfers from General Fund (FICA Taxes)",28,Off-budget,2018,181613000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800711,"FDI, Transfers from General Fund (SECA Taxes)",28,Off-budget,2018,11269000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800715,"FDI, Refunds",20,Off-budget,2018,520000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,016,Social Security Administration,00,Social Security Administration,800730,"FDI, Deposits by States",20,Off-budget,2018,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801015,"Refunds, Railroad Social Security Equivalent Benefit Account",60,On-budget,2018,3000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801020,"Railroad Social Security Equivalent Benefit Account, Taxes",60,On-budget,2018,3232000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801021,"Railroad Social Security Equivalent Benefit Account, Receipts Transferred to Federal Hospital Insurance Trust Fund",60,On-budget,2018,641000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801100,"Rail Industry Pension Fund, Receipts",60,On-budget,2018,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801115,"Refunds, Rail Industry Pension Fund",60,On-budget,2018,3000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801120,"Taxes, Rail Industry Pension Fund",60,On-budget,2018,3473000
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801121,"Receipts Transferred to Federal Hospital Insurance Trust Fund, Rail Industry Pension Fund",60,On-budget,2018,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801215,"Refunds, Supplemental Annuity Pension Fund",60,On-budget,2018,0
933,Social Insurance Taxes and Contributions,05,Employment Taxes and Contributions,446,Railroad Retirement Board,00,Railroad Retirement Board,801220,"Supplemental Annuity Taxes, Supplemental Annuity Pension Fund",60,On-budget,2018,0
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,012100,Federal Unemployment Tax Act Taxes,20,On-budget,2018,0
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,804200,"Unemployment Trust Fund, Receipts",20,On-budget,2018,0
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,804201,"General Taxes, FUTA, Unemployment Trust Fund",16,On-budget,2018,9647000
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,804230,"Unemployment Trust Fund, State Accounts, Deposits by States",16,On-budget,2018,50013000
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,012,Department of Labor,00,Department of Labor,804250,"Unemployment Trust Fund, Deposits by Railroad Retirement Board",16,On-budget,2018,141000
933,Social Insurance Taxes and Contributions,10,Unemployment Insurance,446,Railroad Retirement Board,00,Railroad Retirement Board,801196,"Railroad Unemployment Insurance Debt Repayment Taxes, Rail Industry Pension Fund",60,On-budget,2018,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,001,Legislative Branch,40,United States Tax Court,811510,"Tax Court Judges Survivors Annuity, Deductions from Employees Salaries",23,On-budget,2018,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,002,Judicial Branch,00,Judicial Branch,811010,"Judicial Survivors Annuity, Deductions from Employees Salaries",10,On-budget,2018,9000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,002,Judicial Branch,00,Judicial Branch,812210,"Deductions from Employee Salaries and Voluntary Contributions, Judicial Officers' Annuity",10,On-budget,2018,2000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,014,Department of State,00,Department of State,818610,"Deductions from Employees Salaries, Foreign Service Retirement and Disability Fund",19,On-budget,2018,29000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,014,Department of State,00,Department of State,818630,"Voluntary contributions, donations, service credit payments, etc., Foreign Service retirement and disability fund",19,On-budget,2018,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,027,Office of Personnel Management,00,Office of Personnel Management,813510,"Employee Contributions, Civil Service Retirement and Disability Fund",24,On-budget,2018,3830000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,027,Office of Personnel Management,00,Office of Personnel Management,813521,"District of Columbia Contributions, Civil Service Retirement and Disability Fund",24,On-budget,2018,22000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,027,Office of Personnel Management,00,Office of Personnel Management,813530,"Employee Deposits, Redeposits and Other Contributions, Civil Service Retirement and Disability Fund",24,On-budget,2018,562000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,200,Other Defense Civil Programs,20,Armed Forces Retirement Home,852210,"Deductions, Armed Forces Retirement Home",97,On-budget,2018,7000
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,345,United States Court of Appeals for Veterans Claims,00,United States Court of Appeals for Veterans Claims,829010,"Employees Contributions, Court of Veterans Appeals Retirement Fund, LVE",95,On-budget,2018,0
